,date,day_of_week,weather_region_cd,maximum_feels_like_temperature,rainfall,sunshine_td,avg_ice_cream_price,ice_cream_sold,cpih,month
1545,2022-07-22,5.0,14.0,21.0,0.4,1.5,2.681732612655,37868.0,8.8,7.0
1546,2022-07-22,5.0,2.0,18.0,10.0,0.0,2.681732612655,7188.0,8.8,7.0
1547,2022-07-22,5.0,3.0,16.4,3.2,0.0,2.681732612655,839.0,8.8,7.0
1548,2022-07-22,5.0,4.0,18.3,0.2,6.1,2.681732612655,2571.0,8.8,7.0
1549,2022-07-22,5.0,5.0,17.4,0.4,0.0,2.681732612655,13100.0,8.8,7.0
1550,2022-07-22,5.0,6.0,19.3,10.6,0.0,2.681732612655,12150.0,8.8,7.0
1551,2022-07-22,5.0,7.0,18.9,4.0,0.4,2.681732612655,6230.0,8.8,7.0
1552,2022-07-22,5.0,8.0,20.0,0.0,2.5,2.681732612655,16880.0,8.8,7.0
1553,2022-07-22,5.0,9.0,21.2,3.0,0.5,2.681732612655,22070.0,8.8,7.0
1554,2022-07-23,6.0,1.0,20.4,4.0,2.6,2.681732612655,1380.0,8.8,7.0
1555,2022-07-23,6.0,10.0,20.0,1.6,0.0,2.681732612655,4533.0,8.8,7.0
1556,2022-07-23,6.0,11.0,19.1,0.2,2.3,2.681732612655,10870.0,8.8,7.0
1557,2022-07-23,6.0,12.0,22.0,0.0,8.7,2.681732612655,23375.0,8.8,7.0
1558,2022-07-23,6.0,13.0,21.9,0.0,11.7,2.681732612655,13104.0,8.8,7.0
1559,2022-07-23,6.0,14.0,23.7,0.0,8.7,2.681732612655,52693.0,8.8,7.0
1560,2022-07-23,6.0,2.0,17.8,15.4,0.0,2.681732612655,7097.0,8.8,7.0
1561,2022-07-23,6.0,3.0,15.1,33.0,0.0,2.681732612655,736.0,8.8,7.0
1562,2022-07-23,6.0,4.0,19.9,2.8,0.1,2.681732612655,2577.0,8.8,7.0
1563,2022-07-23,6.0,5.0,19.2,4.6,3.6,2.681732612655,14361.0,8.8,7.0
1564,2022-07-23,6.0,6.0,18.3,1.6,0.8,2.681732612655,12123.0,8.8,7.0
1565,2022-07-23,6.0,7.0,20.9,0.4,1.2,2.681732612655,6677.0,8.8,7.0
1566,2022-07-23,6.0,8.0,23.3,0.0,10.7,2.681732612655,19946.0,8.8,7.0
1567,2022-07-23,6.0,9.0,20.7,0.0,1.8,2.681732612655,22501.0,8.8,7.0
1568,2022-07-24,0.0,1.0,20.7,20.2,4.4,2.681732612655,1513.0,8.8,7.0
1569,2022-07-24,0.0,10.0,20.1,1.2,0.1,2.681732612655,2990.0,8.8,7.0
1570,2022-07-24,0.0,11.0,19.0,0.0,1.1,2.681732612655,7851.0,8.8,7.0
1571,2022-07-24,0.0,12.0,19.8,0.0,10.4,2.681732612655,19223.0,8.8,7.0
1572,2022-07-24,0.0,13.0,24.5,0.0,4.4,2.681732612655,10299.0,8.8,7.0
1573,2022-07-24,0.0,14.0,23.7,0.0,10.9,2.681732612655,53962.0,8.8,7.0
1574,2022-07-24,0.0,2.0,18.8,8.0,0.4,2.681732612655,6787.0,8.8,7.0
1575,2022-07-24,0.0,3.0,15.3,19.0,0.1,2.681732612655,677.0,8.8,7.0
1576,2022-07-24,0.0,4.0,19.3,11.8,1.3,2.681732612655,1293.0,8.8,7.0
1577,2022-07-24,0.0,5.0,20.9,0.4,1.0,2.681732612655,11722.0,8.8,7.0
1578,2022-07-24,0.0,6.0,21.3,2.8,2.3,2.681732612655,9231.0,8.8,7.0
1579,2022-07-24,0.0,7.0,21.8,7.6,0.1,2.681732612655,4513.0,8.8,7.0
1580,2022-07-24,0.0,8.0,25.3,0.8,10.3,2.681732612655,15413.0,8.8,7.0
1581,2022-07-24,0.0,9.0,22.8,0.0,0.3,2.681732612655,15465.0,8.8,7.0
1582,2022-07-25,1.0,1.0,11.8,4.4,0.6,2.681732612655,1054.0,8.8,7.0
1583,2022-07-25,1.0,10.0,16.9,2.6,2.5,2.681732612655,3124.0,8.8,7.0
1584,2022-07-25,1.0,11.0,18.7,0.2,2.3,2.681732612655,8325.0,8.8,7.0
1585,2022-07-25,1.0,12.0,17.6,0.0,1.4,2.681732612655,13682.0,8.8,7.0
1586,2022-07-25,1.0,13.0,19.2,0.2,2.4,2.681732612655,8983.0,8.8,7.0
1587,2022-07-25,1.0,14.0,20.9,0.0,1.6,2.681732612655,31916.0,8.8,7.0
1588,2022-07-25,1.0,2.0,16.1,1.4,1.0,2.681732612655,5642.0,8.8,7.0
1589,2022-07-25,1.0,3.0,17.0,8.8,1.3,2.681732612655,515.0,8.8,7.0
1590,2022-07-25,1.0,4.0,14.0,0.2,2.7,2.681732612655,1688.0,8.8,7.0
1591,2022-07-25,1.0,5.0,19.3,4.6,2.4,2.681732612655,10650.0,8.8,7.0
1592,2022-07-25,1.0,6.0,15.9,3.0,1.7,2.681732612655,8947.0,8.8,7.0
1593,2022-07-25,1.0,7.0,18.6,0.0,4.1,2.681732612655,5227.0,8.8,7.0
1594,2022-07-25,1.0,8.0,18.6,0.6,3.8,2.681732612655,12295.0,8.8,7.0
1595,2022-07-25,1.0,9.0,19.7,0.0,1.5,2.681732612655,15624.0,8.8,7.0
1596,2022-07-26,2.0,1.0,14.5,1.0,1.0,2.681732612655,1164.0,8.8,7.0
1597,2022-07-26,2.0,10.0,16.4,0.0,7.4,2.681732612655,3197.0,8.8,7.0
1598,2022-07-26,2.0,11.0,18.2,0.0,6.7,2.681732612655,8812.0,8.8,7.0
1599,2022-07-26,2.0,12.0,20.0,0.0,3.4,2.681732612655,13083.0,8.8,7.0
1600,2022-07-26,2.0,13.0,19.6,0.0,5.5,2.681732612655,8533.0,8.8,7.0
1601,2022-07-26,2.0,14.0,21.6,0.0,2.0,2.681732612655,29855.0,8.8,7.0
1602,2022-07-26,2.0,2.0,16.1,0.0,8.7,2.681732612655,6687.0,8.8,7.0
1603,2022-07-26,2.0,3.0,16.3,0.0,4.9,2.681732612655,625.0,8.8,7.0
1604,2022-07-26,2.0,4.0,16.1,0.0,4.8,2.681732612655,1698.0,8.8,7.0
1605,2022-07-26,2.0,5.0,18.6,1.2,3.6,2.681732612655,10913.0,8.8,7.0
1606,2022-07-26,2.0,6.0,15.4,1.4,6.3,2.681732612655,9996.0,8.8,7.0
1607,2022-07-26,2.0,7.0,18.8,0.0,3.7,2.681732612655,4483.0,8.8,7.0
1608,2022-07-26,2.0,8.0,19.1,0.6,4.1,2.681732612655,11484.0,8.8,7.0
1609,2022-07-26,2.0,9.0,18.4,0.4,1.9,2.681732612655,15709.0,8.8,7.0
1610,2022-07-27,3.0,1.0,18.2,0.0,5.3,2.681732612655,1135.0,8.8,7.0
1611,2022-07-27,3.0,10.0,19.4,0.0,3.0,2.681732612655,2993.0,8.8,7.0
1612,2022-07-27,3.0,11.0,20.4,0.0,5.4,2.681732612655,7646.0,8.8,7.0
1613,2022-07-27,3.0,12.0,20.3,0.0,5.6,2.681732612655,12811.0,8.8,7.0
1614,2022-07-27,3.0,13.0,22.1,0.0,1.8,2.681732612655,8296.0,8.8,7.0
1615,2022-07-27,3.0,14.0,19.8,0.0,1.1,2.681732612655,27016.0,8.8,7.0
1616,2022-07-27,3.0,2.0,18.6,0.0,8.2,2.681732612655,7440.0,8.8,7.0
1617,2022-07-27,3.0,3.0,15.8,0.0,9.1,2.681732612655,704.0,8.8,7.0
1618,2022-07-27,3.0,4.0,16.4,0.0,2.4,2.681732612655,1553.0,8.8,7.0
1619,2022-07-27,3.0,5.0,19.7,0.0,6.2,2.681732612655,11517.0,8.8,7.0
1620,2022-07-27,3.0,6.0,19.7,0.0,5.3,2.681732612655,10290.0,8.8,7.0
1621,2022-07-27,3.0,7.0,20.6,0.4,5.5,2.681732612655,5337.0,8.8,7.0
1622,2022-07-27,3.0,8.0,19.5,0.0,4.8,2.681732612655,10591.0,8.8,7.0
1623,2022-07-27,3.0,9.0,21.3,0.0,4.8,2.681732612655,15090.0,8.8,7.0
1624,2022-07-28,4.0,1.0,18.1,0.0,4.7,2.681732612655,1169.0,8.8,7.0
1625,2022-07-28,4.0,10.0,20.8,0.0,3.2,2.681732612655,3254.0,8.8,7.0
1626,2022-07-28,4.0,11.0,21.5,0.0,5.4,2.681732612655,8701.0,8.8,7.0
1627,2022-07-28,4.0,12.0,21.1,0.0,4.1,2.681732612655,14664.0,8.8,7.0
1628,2022-07-28,4.0,13.0,22.2,0.0,2.8,2.681732612655,9130.0,8.8,7.0
1629,2022-07-28,4.0,14.0,23.5,0.0,7.0,2.681732612655,33038.0,8.8,7.0
1630,2022-07-28,4.0,2.0,19.3,4.8,0.4,2.681732612655,5954.0,8.8,7.0
1631,2022-07-28,4.0,3.0,15.6,1.8,0.0,2.681732612655,688.0,8.8,7.0
1632,2022-07-28,4.0,4.0,17.7,0.0,2.5,2.681732612655,1962.0,8.8,7.0
1633,2022-07-28,4.0,5.0,17.8,1.2,0.0,2.681732612655,10523.0,8.8,7.0
1634,2022-07-28,4.0,6.0,19.5,0.2,0.0,2.681732612655,9611.0,8.8,7.0
1635,2022-07-28,4.0,7.0,19.7,0.8,0.5,2.681732612655,5149.0,8.8,7.0
1636,2022-07-28,4.0,8.0,17.0,0.0,3.3,2.681732612655,11276.0,8.8,7.0
1637,2022-07-28,4.0,9.0,20.9,0.0,0.1,2.681732612655,16059.0,8.8,7.0
1638,2022-07-29,5.0,1.0,20.7,0.0,5.5,2.681732612655,1757.0,8.8,7.0
1639,2022-07-29,5.0,10.0,23.5,0.0,11.4,2.681732612655,4549.0,8.8,7.0
1640,2022-07-29,5.0,11.0,25.7,0.0,12.6,2.681732612655,13344.0,8.8,7.0
1641,2022-07-29,5.0,12.0,24.9,0.0,8.1,2.681732612655,21107.0,8.8,7.0
1642,2022-07-29,5.0,13.0,24.8,0.0,11.0,2.681732612655,12954.0,8.8,7.0
1643,2022-07-29,5.0,14.0,26.4,0.0,7.3,2.681732612655,44985.0,8.8,7.0
1644,2022-07-29,5.0,2.0,19.6,0.6,8.4,2.681732612655,9174.0,8.8,7.0
1645,2022-07-29,5.0,3.0,17.3,0.4,7.6,2.681732612655,975.0,8.8,7.0
1646,2022-07-29,5.0,4.0,19.4,3.2,6.1,2.681732612655,2380.0,8.8,7.0
1647,2022-07-29,5.0,5.0,19.2,4.8,1.0,2.681732612655,12981.0,8.8,7.0
1648,2022-07-29,5.0,6.0,22.4,0.0,0.5,2.681732612655,12200.0,8.8,7.0
1649,2022-07-29,5.0,7.0,22.0,0.0,1.6,2.681732612655,5971.0,8.8,7.0
1650,2022-07-29,5.0,8.0,22.4,0.0,11.7,2.681732612655,16557.0,8.8,7.0
1651,2022-07-29,5.0,9.0,23.6,0.0,3.4,2.681732612655,22119.0,8.8,7.0
1652,2022-07-30,6.0,1.0,19.3,2.8,4.2,2.681732612655,1589.0,8.8,7.0
1653,2022-07-30,6.0,10.0,17.6,0.6,0.0,2.681732612655,3763.0,8.8,7.0
1654,2022-07-30,6.0,11.0,23.6,0.0,1.4,2.681732612655,9958.0,8.8,7.0
1655,2022-07-30,6.0,12.0,21.6,0.0,2.2,2.681732612655,18056.0,8.8,7.0
1656,2022-07-30,6.0,13.0,22.4,0.0,3.2,2.681732612655,10823.0,8.8,7.0
1657,2022-07-30,6.0,14.0,24.6,0.0,2.5,2.681732612655,39614.0,8.8,7.0
1658,2022-07-30,6.0,2.0,18.0,3.6,4.7,2.681732612655,8871.0,8.8,7.0
1659,2022-07-30,6.0,3.0,19.2,15.2,0.3,2.681732612655,924.0,8.8,7.0
1660,2022-07-30,6.0,4.0,20.2,2.4,0.4,2.681732612655,2320.0,8.8,7.0
1661,2022-07-30,6.0,5.0,20.3,4.2,0.0,2.681732612655,12079.0,8.8,7.0
1662,2022-07-30,6.0,6.0,19.8,3.8,0.5,2.681732612655,10897.0,8.8,7.0
1663,2022-07-30,6.0,7.0,21.0,1.2,0.1,2.681732612655,5624.0,8.8,7.0
1664,2022-07-30,6.0,8.0,23.0,0.0,2.9,2.681732612655,14003.0,8.8,7.0
1665,2022-07-30,6.0,9.0,21.5,0.0,0.1,2.681732612655,18151.0,8.8,7.0
1666,2022-08-01,1.0,1.0,16.1,1.2,10.6,2.699927877593,1377.0,8.6,8.0
1667,2022-08-01,1.0,10.0,20.6,0.0,7.2,2.699927877593,3601.0,8.6,8.0
1668,2022-08-01,1.0,11.0,25.2,0.0,8.6,2.699927877593,10710.0,8.6,8.0
1669,2022-08-01,1.0,12.0,24.7,0.0,5.6,2.699927877593,16277.0,8.6,8.0
1670,2022-08-01,1.0,13.0,23.6,0.0,4.5,2.699927877593,9428.0,8.6,8.0
1671,2022-08-01,1.0,14.0,27.7,0.0,5.2,2.699927877593,37013.0,8.6,8.0
1672,2022-08-01,1.0,2.0,16.6,7.8,4.7,2.699927877593,6264.0,8.6,8.0
1673,2022-08-01,1.0,3.0,14.3,17.8,5.8,2.699927877593,631.0,8.6,8.0
1674,2022-08-01,1.0,4.0,17.7,8.4,3.0,2.699927877593,1470.0,8.6,8.0
1675,2022-08-01,1.0,5.0,19.6,0.0,6.0,2.699927877593,11607.0,8.6,8.0
1676,2022-08-01,1.0,6.0,21.7,4.0,5.7,2.699927877593,10396.0,8.6,8.0
1677,2022-08-01,1.0,7.0,22.2,0.0,9.2,2.699927877593,5559.0,8.6,8.0
1678,2022-08-01,1.0,8.0,22.3,0.2,5.3,2.699927877593,11999.0,8.6,8.0
1679,2022-08-01,1.0,9.0,24.2,0.0,7.4,2.699927877593,18627.0,8.6,8.0
1680,2022-08-02,2.0,1.0,18.0,0.0,8.6,2.699927877593,1737.0,8.6,8.0
1681,2022-08-02,2.0,10.0,20.1,0.4,0.1,2.699927877593,2730.0,8.6,8.0
1682,2022-08-02,2.0,11.0,23.4,0.0,3.3,2.699927877593,8243.0,8.6,8.0
1683,2022-08-02,2.0,12.0,22.1,0.0,2.9,2.699927877593,13924.0,8.6,8.0
1684,2022-08-02,2.0,13.0,20.2,0.0,0.0,2.699927877593,8289.0,8.6,8.0
1685,2022-08-02,2.0,14.0,23.8,0.0,2.5,2.699927877593,34658.0,8.6,8.0
1686,2022-08-02,2.0,2.0,17.3,1.0,6.7,2.699927877593,6742.0,8.6,8.0
1687,2022-08-02,2.0,3.0,16.7,15.2,2.2,2.699927877593,601.0,8.6,8.0
1688,2022-08-02,2.0,4.0,18.6,1.0,9.7,2.699927877593,1744.0,8.6,8.0
1689,2022-08-02,2.0,5.0,19.9,0.0,0.7,2.699927877593,10666.0,8.6,8.0
1690,2022-08-02,2.0,6.0,21.2,4.6,5.6,2.699927877593,8960.0,8.6,8.0
1691,2022-08-02,2.0,7.0,23.9,0.8,1.7,2.699927877593,4711.0,8.6,8.0
1692,2022-08-02,2.0,8.0,23.9,0.0,6.6,2.699927877593,12210.0,8.6,8.0
1693,2022-08-02,2.0,9.0,24.3,0.4,0.4,2.699927877593,15284.0,8.6,8.0
1694,2022-08-03,3.0,1.0,16.1,1.0,2.2,2.699927877593,1256.0,8.6,8.0
1695,2022-08-03,3.0,10.0,19.3,1.4,4.5,2.699927877593,3295.0,8.6,8.0
1696,2022-08-03,3.0,11.0,22.3,0.2,1.3,2.699927877593,8644.0,8.6,8.0
1697,2022-08-03,3.0,12.0,22.3,0.0,1.8,2.699927877593,15187.0,8.6,8.0
1698,2022-08-03,3.0,13.0,24.4,0.0,6.1,2.699927877593,8673.0,8.6,8.0
1699,2022-08-03,3.0,14.0,25.1,0.0,0.7,2.699927877593,37553.0,8.6,8.0
1700,2022-08-03,3.0,2.0,15.2,4.4,0.1,2.699927877593,5703.0,8.6,8.0
1701,2022-08-03,3.0,3.0,14.2,7.2,0.1,2.699927877593,549.0,8.6,8.0
1702,2022-08-03,3.0,4.0,16.1,3.4,0.5,2.699927877593,1428.0,8.6,8.0
1703,2022-08-03,3.0,5.0,18.1,0.2,4.6,2.699927877593,11866.0,8.6,8.0
1704,2022-08-03,3.0,6.0,19.6,0.0,10.8,2.699927877593,10085.0,8.6,8.0
1705,2022-08-03,3.0,7.0,22.4,0.0,6.8,2.699927877593,5635.0,8.6,8.0
1706,2022-08-03,3.0,8.0,25.6,0.0,4.6,2.699927877593,13009.0,8.6,8.0
1707,2022-08-03,3.0,9.0,25.1,1.0,7.2,2.699927877593,18426.0,8.6,8.0
1708,2022-08-04,4.0,1.0,14.9,6.4,5.2,2.699927877593,1335.0,8.6,8.0
1709,2022-08-04,4.0,10.0,17.0,0.0,10.3,2.699927877593,3891.0,8.6,8.0
1710,2022-08-04,4.0,11.0,18.1,0.0,10.1,2.699927877593,9848.0,8.6,8.0
1711,2022-08-04,4.0,12.0,21.4,0.0,6.1,2.699927877593,16956.0,8.6,8.0
1712,2022-08-04,4.0,13.0,24.8,0.0,8.4,2.699927877593,10572.0,8.6,8.0
1713,2022-08-04,4.0,14.0,23.0,0.0,7.7,2.699927877593,34452.0,8.6,8.0
1714,2022-08-04,4.0,2.0,14.8,0.4,8.9,2.699927877593,6772.0,8.6,8.0
1715,2022-08-04,4.0,3.0,13.6,4.4,5.6,2.699927877593,634.0,8.6,8.0
1716,2022-08-04,4.0,4.0,14.7,2.0,9.3,2.699927877593,1847.0,8.6,8.0
1717,2022-08-04,4.0,5.0,15.9,0.0,8.0,2.699927877593,12801.0,8.6,8.0
1718,2022-08-04,4.0,6.0,14.7,0.2,10.0,2.699927877593,10533.0,8.6,8.0
1719,2022-08-04,4.0,7.0,17.6,0.0,9.1,2.699927877593,5872.0,8.6,8.0
1720,2022-08-04,4.0,8.0,21.0,0.0,8.1,2.699927877593,13884.0,8.6,8.0
1721,2022-08-04,4.0,9.0,17.7,0.0,5.6,2.699927877593,18538.0,8.6,8.0
1722,2022-08-05,5.0,1.0,15.1,0.6,3.9,2.699927877593,1459.0,8.6,8.0
1723,2022-08-05,5.0,10.0,15.5,0.0,10.1,2.699927877593,4065.0,8.6,8.0
1724,2022-08-05,5.0,11.0,17.3,0.0,12.1,2.699927877593,11291.0,8.6,8.0
1725,2022-08-05,5.0,12.0,17.8,0.0,10.6,2.699927877593,19069.0,8.6,8.0
1726,2022-08-05,5.0,13.0,20.3,0.0,9.9,2.699927877593,11257.0,8.6,8.0
1727,2022-08-05,5.0,14.0,21.1,0.0,11.4,2.699927877593,38230.0,8.6,8.0
1728,2022-08-05,5.0,2.0,15.3,0.2,7.5,2.699927877593,7538.0,8.6,8.0
1729,2022-08-05,5.0,3.0,13.7,0.0,6.7,2.699927877593,774.0,8.6,8.0
1730,2022-08-05,5.0,4.0,16.4,0.4,4.9,2.699927877593,2188.0,8.6,8.0
1731,2022-08-05,5.0,5.0,15.4,0.0,5.9,2.699927877593,12151.0,8.6,8.0
1732,2022-08-05,5.0,6.0,14.6,1.4,8.1,2.699927877593,11341.0,8.6,8.0
1733,2022-08-05,5.0,7.0,17.0,0.0,10.2,2.699927877593,6071.0,8.6,8.0
1734,2022-08-05,5.0,8.0,17.9,0.0,10.1,2.699927877593,15379.0,8.6,8.0
1735,2022-08-05,5.0,9.0,17.3,0.0,5.9,2.699927877593,20870.0,8.6,8.0
1736,2022-08-06,6.0,1.0,14.2,1.4,0.0,2.699927877593,1319.0,8.6,8.0
1737,2022-08-06,6.0,10.0,17.3,0.0,13.4,2.699927877593,4767.0,8.6,8.0
1738,2022-08-06,6.0,11.0,20.5,0.0,13.7,2.699927877593,13129.0,8.6,8.0
1739,2022-08-06,6.0,12.0,20.5,0.0,13.9,2.699927877593,21630.0,8.6,8.0
1740,2022-08-06,6.0,13.0,22.5,0.0,8.7,2.699927877593,12377.0,8.6,8.0
1741,2022-08-06,6.0,14.0,22.7,0.0,13.5,2.699927877593,44040.0,8.6,8.0
1742,2022-08-06,6.0,2.0,15.2,0.6,2.4,2.699927877593,6954.0,8.6,8.0
1743,2022-08-06,6.0,3.0,14.4,0.0,1.5,2.699927877593,688.0,8.6,8.0
1744,2022-08-06,6.0,4.0,16.0,0.0,4.0,2.699927877593,2284.0,8.6,8.0
1745,2022-08-06,6.0,5.0,17.3,0.0,7.7,2.699927877593,13156.0,8.6,8.0
1746,2022-08-06,6.0,6.0,17.3,0.0,11.6,2.699927877593,12177.0,8.6,8.0
1747,2022-08-06,6.0,7.0,19.6,0.0,11.2,2.699927877593,6356.0,8.6,8.0
1748,2022-08-06,6.0,8.0,20.3,0.0,13.8,2.699927877593,15817.0,8.6,8.0
1749,2022-08-06,6.0,9.0,22.3,0.0,10.6,2.699927877593,24816.0,8.6,8.0
1750,2022-08-07,0.0,1.0,16.8,0.0,7.3,2.699927877593,1633.0,8.6,8.0
1751,2022-08-07,0.0,10.0,20.7,0.0,14.1,2.699927877593,4330.0,8.6,8.0
1752,2022-08-07,0.0,11.0,24.3,0.0,13.9,2.699927877593,11407.0,8.6,8.0
1753,2022-08-07,0.0,12.0,24.5,0.0,13.9,2.699927877593,20137.0,8.6,8.0
1754,2022-08-07,0.0,13.0,23.6,0.0,11.0,2.699927877593,9862.0,8.6,8.0
1755,2022-08-07,0.0,14.0,25.9,0.0,13.5,2.699927877593,50806.0,8.6,8.0
1756,2022-08-07,0.0,2.0,16.8,0.0,1.0,2.699927877593,6967.0,8.6,8.0
1757,2022-08-07,0.0,3.0,15.9,0.0,0.0,2.699927877593,542.0,8.6,8.0
1758,2022-08-07,0.0,4.0,20.2,0.0,2.2,2.699927877593,1146.0,8.6,8.0
1759,2022-08-07,0.0,5.0,19.3,0.0,6.5,2.699927877593,11534.0,8.6,8.0
1760,2022-08-07,0.0,6.0,18.3,0.0,13.4,2.699927877593,10583.0,8.6,8.0
1761,2022-08-07,0.0,7.0,20.9,0.0,12.7,2.699927877593,5471.0,8.6,8.0
1762,2022-08-07,0.0,8.0,22.5,0.0,14.0,2.699927877593,13067.0,8.6,8.0
1763,2022-08-07,0.0,9.0,22.7,0.0,12.6,2.699927877593,21203.0,8.6,8.0
1764,2022-08-08,1.0,1.0,18.3,0.0,4.4,2.699927877593,1493.0,8.6,8.0
1765,2022-08-08,1.0,10.0,24.7,0.0,14.0,2.699927877593,4774.0,8.6,8.0
1766,2022-08-08,1.0,11.0,28.1,0.0,13.7,2.699927877593,14451.0,8.6,8.0
1767,2022-08-08,1.0,12.0,27.6,0.0,12.9,2.699927877593,21442.0,8.6,8.0
1768,2022-08-08,1.0,13.0,26.1,0.0,10.8,2.699927877593,12106.0,8.6,8.0
1769,2022-08-08,1.0,14.0,28.8,0.0,12.2,2.699927877593,45744.0,8.6,8.0
1770,2022-08-08,1.0,2.0,19.9,0.0,4.4,2.699927877593,7454.0,8.6,8.0
1771,2022-08-08,1.0,3.0,17.9,0.0,12.3,2.699927877593,805.0,8.6,8.0
1772,2022-08-08,1.0,4.0,20.7,0.0,10.1,2.699927877593,2193.0,8.6,8.0
1773,2022-08-08,1.0,5.0,22.4,0.0,10.2,2.699927877593,14792.0,8.6,8.0
1774,2022-08-08,1.0,6.0,22.5,0.0,9.1,2.699927877593,13083.0,8.6,8.0
1775,2022-08-08,1.0,7.0,26.0,0.0,12.6,2.699927877593,7159.0,8.6,8.0
1776,2022-08-08,1.0,8.0,23.6,0.0,11.7,2.699927877593,15021.0,8.6,8.0
1777,2022-08-08,1.0,9.0,26.1,0.0,11.7,2.699927877593,24539.0,8.6,8.0
1778,2022-08-09,2.0,1.0,18.9,0.4,9.9,2.699927877593,1663.0,8.6,8.0
1779,2022-08-09,2.0,10.0,26.8,0.0,13.6,2.699927877593,5159.0,8.6,8.0
1780,2022-08-09,2.0,11.0,28.3,0.0,11.7,2.699927877593,14742.0,8.6,8.0
1781,2022-08-09,2.0,12.0,26.0,0.0,13.0,2.699927877593,20960.0,8.6,8.0
1782,2022-08-09,2.0,13.0,25.8,0.0,10.0,2.699927877593,11866.0,8.6,8.0
1783,2022-08-09,2.0,14.0,27.9,0.0,13.1,2.699927877593,44381.0,8.6,8.0
1784,2022-08-09,2.0,2.0,22.5,0.0,7.5,2.699927877593,9972.0,8.6,8.0
1785,2022-08-09,2.0,3.0,20.9,0.0,9.7,2.699927877593,1005.0,8.6,8.0
1786,2022-08-09,2.0,4.0,22.9,0.0,13.0,2.699927877593,2571.0,8.6,8.0
1787,2022-08-09,2.0,5.0,26.0,0.0,13.0,2.699927877593,18352.0,8.6,8.0
1788,2022-08-09,2.0,6.0,23.7,0.0,13.7,2.699927877593,15812.0,8.6,8.0
1789,2022-08-09,2.0,7.0,27.3,0.0,13.7,2.699927877593,8828.0,8.6,8.0
1790,2022-08-09,2.0,8.0,24.4,0.0,11.7,2.699927877593,14854.0,8.6,8.0
1791,2022-08-09,2.0,9.0,28.1,0.0,9.3,2.699927877593,25541.0,8.6,8.0
1792,2022-08-10,3.0,1.0,20.6,0.0,13.1,2.699927877593,2686.0,8.6,8.0
1793,2022-08-10,3.0,10.0,28.2,0.0,13.8,2.699927877593,5711.0,8.6,8.0
1794,2022-08-10,3.0,11.0,30.1,0.0,13.8,2.699927877593,15234.0,8.6,8.0
1795,2022-08-10,3.0,12.0,27.4,0.0,13.7,2.699927877593,21608.0,8.6,8.0
1796,2022-08-10,3.0,13.0,29.3,0.0,10.9,2.699927877593,12787.0,8.6,8.0
1797,2022-08-10,3.0,14.0,28.7,0.0,13.3,2.699927877593,49345.0,8.6,8.0
1798,2022-08-10,3.0,2.0,23.7,0.0,14.4,2.699927877593,14620.0,8.6,8.0
1799,2022-08-10,3.0,3.0,21.7,0.0,12.5,2.699927877593,1241.0,8.6,8.0
1800,2022-08-10,3.0,4.0,24.3,0.0,14.0,2.699927877593,3016.0,8.6,8.0
1801,2022-08-10,3.0,5.0,28.5,0.0,14.2,2.699927877593,21789.0,8.6,8.0
1802,2022-08-10,3.0,6.0,29.1,0.0,13.4,2.699927877593,19681.0,8.6,8.0
1803,2022-08-10,3.0,7.0,28.7,0.0,13.9,2.699927877593,10886.0,8.6,8.0
1804,2022-08-10,3.0,8.0,25.3,0.0,14.1,2.699927877593,15548.0,8.6,8.0
1805,2022-08-10,3.0,9.0,28.9,0.0,11.6,2.699927877593,28569.0,8.6,8.0
1806,2022-08-11,4.0,1.0,22.1,0.0,11.0,2.699927877593,2685.0,8.6,8.0
1807,2022-08-11,4.0,10.0,31.1,1.8,14.0,2.699927877593,6741.0,8.6,8.0
1808,2022-08-11,4.0,11.0,31.3,0.0,13.8,2.699927877593,17641.0,8.6,8.0
1809,2022-08-11,4.0,12.0,29.8,0.0,13.6,2.699927877593,27183.0,8.6,8.0
1810,2022-08-11,4.0,13.0,32.0,0.0,10.9,2.699927877593,15123.0,8.6,8.0
1811,2022-08-11,4.0,14.0,31.4,0.0,13.4,2.699927877593,57532.0,8.6,8.0
1812,2022-08-11,4.0,2.0,24.6,0.0,14.5,2.699927877593,16377.0,8.6,8.0
1813,2022-08-11,4.0,3.0,26.1,0.0,14.4,2.699927877593,1394.0,8.6,8.0
1814,2022-08-11,4.0,4.0,25.9,0.0,13.1,2.699927877593,3548.0,8.6,8.0
1815,2022-08-11,4.0,5.0,30.8,0.0,13.5,2.699927877593,23856.0,8.6,8.0
1816,2022-08-11,4.0,6.0,29.9,0.0,13.8,2.699927877593,23240.0,8.6,8.0
1817,2022-08-11,4.0,7.0,30.0,0.0,13.9,2.699927877593,12191.0,8.6,8.0
1818,2022-08-11,4.0,8.0,28.3,0.2,12.1,2.699927877593,19652.0,8.6,8.0
1819,2022-08-11,4.0,9.0,31.1,0.0,13.1,2.699927877593,34378.0,8.6,8.0
1820,2022-08-12,5.0,1.0,21.4,0.0,5.2,2.699927877593,1765.0,8.6,8.0
1821,2022-08-12,5.0,10.0,31.6,0.0,13.3,2.699927877593,7434.0,8.6,8.0
1822,2022-08-12,5.0,11.0,32.2,0.0,13.3,2.699927877593,19605.0,8.6,8.0
